Index,Latitude,Longitude,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
656,23.21737,70.29631,33.48769,29.55325,34.94758,22.15735,40.22279,13.69618,11.28526,10.42606,23.25633,21.39418
657,23.21737,70.37594,0.228002,0.309149,0.295857,0.288431,0.287454,0.275539,0.345772,0.260598,1.126556,0.473355
658,23.21737,70.45556,63.83587,57.47329,60.58946,50.23553,76.86735,20.20403,62.39179,64.00124,55.6833,44.93414
659,23.21737,70.53519,123.3941,152.6756,139.6428,135.2311,177.2737,84.23421,123.0227,115.5884,116.3574,120.1028
660,23.21737,70.61481,12.53857,18.37011,25.48501,27.22444,19.00821,22.82696,23.81513,15.40283,20.52169,23.58117
661,23.21737,70.69444,1.370632,1.638708,1.939495,0.618682,1.878855,0.617773,0.632342,1.533089,1.63249,1.657378
662,23.21737,70.77406,0.442218,3.921784,4.00055,0.545785,4.645448,0.306078,0.367638,0.502682,3.576813,2.05443
663,23.21737,70.93331,1.148071,1.057084,1.226446,1.226446,1.226446,1.057084,0.660136,1.148071,1.63249,1.460442
664,23.21737,71.01294,13.28427,12.28923,14.56008,14.56008,14.56008,12.28923,7.821889,13.28427,13.83716,13.09703
665,23.21737,71.09256,19.6405,19.24889,21.13645,21.13645,21.13645,19.24889,11.58539,19.6405,19.29197,19.50989
666,23.21737,71.17219,19.3639,17.88262,20.25917,20.25917,20.25917,17.88262,11.29998,19.3639,19.70162,19.36123
667,23.21737,71.25181,3.19915,3.161668,2.754118,3.39581,3.36678,3.120718,1.956917,3.232905,3.154162,3.297082
668,23.21737,71.33144,11.51117,9.179647,6.937897,9.453778,8.872005,8.617144,5.764555,11.76269,11.64464,10.6323
669,23.21737,71.41106,1.002453,0.353109,0.319193,0.352771,0.225651,0.243082,0.241875,1.036207,1.436983,0.585133
670,23.21737,71.64994,16.40865,12.79615,7.034335,16.90237,10.30705,11.72043,13.02281,16.72387,14.88446,10.94749
671,23.21737,71.72956,132.965,146.4359,69.97473,120.9816,126.3793,139.7519,137.9777,148.1436,135.6614,131.986
672,23.21737,71.80919,301.9954,347.7341,132.5632,287.1193,319.692,335.8728,257.8512,334.5874,229.0085,229.7234
673,23.21737,71.88882,397.0514,400.4143,183.0421,334.3124,358.178,396.3485,338.0003,405.1097,237.8441,291.5229
674,23.21737,71.96844,325.485,302.852,183.7398,264.0907,262.5471,318.007,228.6752,296.0748,240.1642,232.0514
675,23.21737,72.04807,364.7708,282.5802,252.6323,290.9772,251.0212,320.8145,237.0483,251.8404,251.6139,247.3191
676,23.21737,72.12769,231.2774,188.9066,171.3701,183.2724,156.2097,203.5391,183.3479,174.0614,169.6185,161.956
677,23.21737,72.20732,167.7772,182.9502,154.4307,151.6288,161.0702,146.8655,151.4004,149.1238,157.0264,146.1939
678,23.21737,72.28694,162.5586,206.3086,222.6871,163.526,182.1184,158.8007,127.8748,133.7386,178.2755,139.5714
679,23.21737,72.36657,189.9893,217.0871,230.4967,164.2117,195.5314,164.4292,148.2293,157.9113,185.1379,159.9479
680,23.21737,72.44619,124.4537,133.5141,125.7898,111.2911,136.901,112.331,139.5077,101.6085,121.3398,123.8021
681,23.21737,72.52582,128.701,162.1743,187.8003,120.6468,131.5549,128.7351,211.2088,88.04803,152.3356,180.3812
682,23.21737,72.60544,93.51382,129.1158,159.2153,91.39622,113.0933,105.6495,169.1382,75.93082,128.7564,129.1187
683,23.21737,72.68507,77.70368,78.26025,78.41817,83.65121,105.121,111.1063,96.41178,76.0819,85.17899,92.06168
684,23.21737,72.76469,154.7121,141.6752,175.1459,162.4612,208.5532,160.0572,213.7927,147.4012,162.2534,162.8407
685,23.21737,72.84432,173.2275,172.7242,164.2985,148.9036,190.0361,197.3506,167.743,146.4404,163.4239,150.5817
686,23.21737,72.92394,181.9954,184.4471,188.2244,175.5913,215.577,220.6423,177.4298,168.3575,144.2059,162.8325
687,23.21737,73.00357,123.8869,129.1131,191.5781,175.668,182.2537,137.136,169.8642,120.1241,138.3781,158.6656
688,23.21737,73.08319,150.8033,193.3701,209.0241,212.264,219.4415,197.5284,169.1511,161.7241,174.4046,167.5673
689,23.21737,73.16282,124.8846,175.1044,174.6994,179.2283,181.5863,175.2818,133.7434,127.7549,161.7851,148.1109
690,23.21737,73.24244,202.1544,227.9563,224.8161,225.2993,224.7068,227.516,186.932,202.1698,243.5378,224.0374
691,23.21737,73.32207,217.1581,208.2155,242.3254,242.3254,242.3254,208.2155,213.4985,217.1581,237.5179,240.3943
692,23.21737,73.40169,73.61096,61.23438,76.85199,76.85199,76.85199,61.23438,75.0708,73.61096,46.23943,70.57227
693,23.21737,73.48132,52.83136,68.23569,56.54229,56.54229,56.54229,68.23569,72.37503,52.83136,67.29359,54.03846
694,23.21737,73.56094,43.31933,47.50611,41.80653,41.80653,41.80653,47.50611,62.60673,43.31933,56.19555,52.62734
695,23.21737,73.64057,82.66992,74.51974,94.04444,94.04444,94.04444,74.51974,110.6522,82.66992,74.87158,95.1862
696,23.21737,73.72019,68.27036,69.83513,99.46139,99.46139,99.46139,69.83513,124.173,68.27036,68.51804,89.84136
697,23.21737,73.79982,92.98398,101.7561,97.24761,97.24761,97.24761,101.7561,121.0069,92.98398,96.70831,100.0455
698,23.21737,73.87944,25.77641,50.09581,45.72007,45.72007,45.72007,50.09581,50.71833,25.77641,39.63124,46.32195
699,23.21737,73.95907,53.19747,48.60956,64.80684,71.94765,65.69871,53.57314,75.47678,52.51247,53.42283,64.54376
700,23.21737,74.03869,42.4264,26.93582,29.3091,51.19511,28.18264,42.03082,51.57062,43.41708,34.7417,37.19271
701,23.21737,74.11832,11.29399,6.598361,7.323066,12.27803,6.701923,10.94411,9.970529,9.988209,6.805156,6.69545
702,23.21737,74.19794,0.938271,0.700667,0.871423,0.813704,0.533563,1.014115,0.804953,0.836564,0.294175,0.149194
703,23.21737,74.27757,0.765834,0.603985,0.725488,0.690947,0.411634,0.959674,0.690155,0.69732,0.294175,0.149194
704,23.13677,68.70381,2.33233,1.361794,0.61952,1.840395,1.531256,0.289193,1.495187,1.467637,1.198005,0.976076
705,23.13677,68.78344,36.24736,44.45808,58.19278,43.32741,50.05895,41.95969,38.27238,37.06414,45.73536,43.10844
706,23.13677,68.86306,36.19276,48.19903,72.86992,58.50513,60.81066,84.30792,51.8884,42.50056,66.60286,74.96104
707,23.13677,68.94269,38.52891,28.09269,29.09709,42.18872,38.48173,34.92142,40.16952,41.48492,29.3385,22.92889
708,23.13677,69.02231,33.4673,40.63051,59.5577,40.90982,50.73962,38.57094,32.96808,36.76973,45.55318,38.63062
709,23.13677,69.10194,16.36129,30.28768,30.60199,36.68546,33.1116,39.45965,20.15971,21.72282,29.39363,28.99948
710,23.13677,69.18156,14.00211,4.651623,4.446394,16.6468,4.446442,27.6626,16.18925,14.52781,5.402249,5.55641
711,23.13677,69.26119,14.27725,23.4953,23.85978,44.88186,26.15064,41.74909,25.42112,17.69071,26.00597,28.35502
712,23.13677,69.34081,58.69449,39.62246,42.15989,105.8307,43.5016,71.97979,78.85357,67.62286,49.87123,62.57857
713,23.13677,69.42044,6.480138,15.56242,15.78088,11.11293,17.03816,19.42169,11.09039,11.31829,20.26912,20.08588
714,23.13677,69.50006,1.887783,0.732442,0.63913,1.708853,0.788498,0.231534,1.612867,1.417966,1.588364,1.601263
715,23.13677,69.57969,25.67206,16.49686,8.639273,21.08098,18.52688,3.470052,19.95226,25.46325,21.19201,17.02886
716,23.13677,69.65931,19.70761,22.58635,15.92793,8.188896,29.87751,7.065429,5.18489,19.90639,23.79134,22.34423
717,23.13677,69.73894,10.78153,10.63291,18.2761,13.25434,14.61082,10.13647,10.66892,9.98027,10.71269,16.25002
718,23.13677,69.81856,4.580142,4.345288,5.198959,6.246656,4.190068,5.769016,5.660328,4.879277,4.706871,6.89406
719,23.13677,69.89819,12.95445,20.45978,37.5704,15.9366,25.97386,12.70415,18.48084,18.74956,26.2118,34.6988
720,23.13677,69.97781,60.21693,91.57428,107.9713,42.1554,101.536,15.98405,49.52419,60.53418,95.903,55.59689
721,23.13677,70.05744,23.00204,16.04067,10.73721,22.10768,17.29976,7.861394,20.18612,23.21541,22.7372,20.39695
722,23.13677,70.13706,2.740585,3.99193,3.017589,4.505794,2.860842,15.27172,3.982859,3.793393,4.033583,6.30978
723,23.13677,70.21669,0.012994,0.014226,0.034939,0.010162,0.011243,0.005214,0.011006,0.013861,0.217528,0.849625
724,23.13677,70.45556,0.020902,0.352023,0.320826,0.093266,0.358943,0.021631,0.020477,0.023078,1.130026,1.023216
725,23.13677,70.53519,0.244516,3.388628,3.351367,0.600621,3.812629,0.278973,0.247782,0.296193,2.61541,2.491957
726,23.13677,70.61481,3.951499,3.510229,4.072723,4.073426,4.072874,3.510437,2.213025,3.953274,3.157631,4.102219
727,23.13677,70.69444,91.76295,83.32047,98.36283,98.36283,98.36283,83.32047,53.43594,91.76295,89.26249,86.79835
728,23.13677,70.77406,135.3642,124.1067,137.4838,137.4838,137.4838,124.1067,78.97655,135.1068,124.3358,116.6561
729,23.13677,70.85369,83.07446,67.15543,78.94473,78.94473,78.94473,67.15543,48.24472,83.02619,77.72978,72.70727
730,23.13677,70.93331,185.7463,146.5157,169.5664,169.5664,169.5664,146.5157,104.7225,185.7463,152.0502,136.2388
731,23.13677,71.01294,187.9099,160.2113,180.5346,180.5346,180.5346,160.2113,104.933,187.9099,159.855,150.3388
732,23.13677,71.09256,253.0371,233.0055,274.59,274.59,274.59,233.0055,148.6932,253.0371,242.1796,244.8339
733,23.13677,71.17219,300.4938,274.6633,324.9133,324.9133,324.9133,274.6633,176.2436,300.4938,317.1145,258.198
734,23.13677,71.25181,214.9749,198.1777,228.9735,231.6022,232.3387,197.939,126.5661,216.1413,244.1716,193.7274
735,23.13677,71.33144,267.7036,267.4482,218.0714,261.2385,286.614,273.3372,177.0598,306.6997,258.0534,235.5555
736,23.13677,71.41106,120.8638,127.3197,53.39617,98.64845,118.3698,126.4548,87.54469,142.5596,112.6716,86.27777
737,23.13677,71.49069,160.5157,193.4849,76.09354,144.445,186.5178,184.4558,144.5407,186.5725,196.1391,146.1519
738,23.13677,71.57031,103.0132,131.3744,48.42522,94.76423,115.4812,123.9014,82.98309,131.6073,118.8906,94.47997
739,23.13677,71.64994,40.19142,43.77876,16.36069,32.13949,34.58589,37.95835,27.32513,40.83039,41.34848,33.5154
740,23.13677,71.72956,26.3613,33.23158,11.77204,18.2537,27.00941,29.6293,21.44051,31.61687,32.45589,30.69742
741,23.13677,71.80919,161.2784,197.8721,73.43417,151.975,175.4706,191.7953,141.1135,189.5281,204,152.7893
742,23.13677,71.88882,295.4332,305.9532,153.766,255.3839,273.4171,312.5197,263.175,316.7889,257.2698,227.7538
743,23.13677,71.96844,273.7559,237.8247,196.4699,223.6684,210.4527,266.7529,244.6283,237.4182,242.2321,241.1567
744,23.13677,72.04807,290.4646,236.5784,213.9737,244.2131,209.2629,265.3033,221.2942,229.6728,236.4751,231.4147
745,23.13677,72.12769,243.4919,187.0559,171.0948,186.5177,155.0903,213.5983,188.7285,184.1214,178.1797,179.7246
746,23.13677,72.20732,146.9212,124.7032,150.0676,130.7734,114.4484,135.1162,112.9699,118.6589,120.9178,122.6259
747,23.13677,72.28694,173.0028,184.4363,186.2378,164.7133,176.8896,154.8017,159.468,167.421,153.3013,157.4761
748,23.13677,72.36657,155.0794,174.9381,171.2435,142.7155,162.419,158.7732,180.9865,153.0836,149.4585,166.3977
749,23.13677,72.44619,126.4752,135.6488,133.6455,135.6957,156.3263,133.6865,152.0164,96.1033,132.7945,127.2983
750,23.13677,72.52582,55.76244,61.26775,73.46375,54.35498,60.36816,67.37267,73.69999,43.40062,58.10109,74.1789
751,23.13677,72.60544,46.30186,23.96585,58.68073,52.38764,57.51495,48.90521,66.40121,52.33551,41.76966,58.01299
752,23.13677,72.68507,116.6469,79.52036,74.53344,99.00816,127.1536,112.4234,78.31841,94.22244,93.3625,84.95655
753,23.13677,72.76469,141.0196,117.0992,164.8393,140.3323,162.0579,150.8892,181.1288,112.1178,137.0395,142.1746
754,23.13677,72.84432,154.0416,272.0813,282.5429,118.3407,159.4924,182.5028,278.731,113.8347,257.894,238.0929
755,23.13677,72.92394,158.8164,167.8091,207.633,149.616,177.1283,163.9428,240.7831,110.9747,181.4304,204.3249
756,23.13677,73.00357,66.61244,115.6162,111.3698,101.9723,105.6202,100.4611,124.2133,75.44221,110.1704,100.2276
757,23.13677,73.08319,132.412,107.026,85.97082,95.37858,185.2963,173.7942,193.5501,162.028,139.2736,123.1506
758,23.13677,73.16282,118.5737,130.5964,116.8609,119.3242,141.9383,128.8596,165.8248,135.4505,143.2227,153.6504
759,23.13677,73.24244,117.737,186.272,171.017,178.2911,163.2129,168.1049,121.1886,124.2865,171.2517,144.5084
760,23.13677,73.32207,121.5132,158.592,159.5191,159.5234,159.4354,158.5226,123.3207,121.5126,119.0401,116.8456
761,23.13677,73.40169,70.08829,71.97749,57.42272,57.42272,57.42272,71.97749,62.42917,70.08829,70.00297,67.71937
762,23.13677,73.48132,57.48247,73.2998,64.79203,64.79203,64.79203,73.2998,88.28161,57.48247,91.02872,103.0806
763,23.13677,73.56094,74.56939,81.03572,71.0593,71.0593,71.0593,81.03572,102.3444,74.56939,80.36276,90.45032
764,23.13677,73.64057,96.87025,82.58671,76.63057,76.66924,76.60825,82.63261,96.0846,98.03503,87.78419,93.47062
765,23.13677,73.72019,65.44852,58.46577,65.68096,65.73739,65.65836,58.57963,83.29517,66.31797,52.32643,69.20522
766,23.13677,73.79982,54.97741,48.00122,49.41635,51.67792,50.11022,49.56172,67.05347,56.02925,63.85035,68.10512
767,23.13677,73.87944,36.16235,52.68085,48.13647,48.39373,47.89569,53.12478,62.6401,36.54721,55.99602,59.96835
768,23.13677,73.95907,114.9067,51.98492,49.33633,57.73996,44.9778,55.54034,61.35819,117.1294,65.27542,66.75112
769,23.13677,74.03869,52.85721,33.02873,37.65839,47.68983,29.63948,42.28673,43.424,49.9252,35.99021,43.58176
770,23.13677,74.11832,14.37693,8.934484,10.29673,14.81661,8.662637,15.13103,12.93571,12.72005,12.02277,13.0575
771,23.13677,74.19794,24.33472,15.59889,20.04747,24.15481,14.6793,28.85923,23.0557,22.20638,23.0216,24.43674
772,23.13677,74.27757,10.58041,7.018665,11.03191,11.67925,7.008968,13.99389,10.78094,11.48887,11.68188,12.25487
773,23.13677,74.35719,0.013809,0.005752,0.007395,0.005858,0.003433,0.001814,0.006022,0.007774,0.973337,0.093995
774,23.05617,68.78344,2.285732,1.219302,1.343771,5.562231,1.162686,3.850524,5.346854,2.751245,3.156136,2.582245
775,23.05617,68.86306,82.60241,25.76979,69.98108,81.03725,48.14947,61.74333,72.208,66.537,34.41568,76.554
776,23.05617,68.94269,43.48286,56.29802,76.71195,44.58681,77.24801,43.37748,39.53541,46.20794,50.68471,48.55895
777,23.05617,69.02231,7.405411,26.48004,34.38626,11.93076,32.7254,12.12379,10.7704,12.45156,23.54196,24.08824
778,23.05617,69.10194,45.21376,81.91191,84.42417,13.62394,96.07042,9.509573,6.794689,9.523166,98.48264,48.93403
779,23.05617,69.18156,11.57882,20.05382,20.77077,4.069361,19.95586,6.205047,3.003897,3.290947,18.1216,16.78075
780,23.05617,69.26119,9.093245,13.10891,11.59504,24.25924,14.14128,24.37027,17.59861,10.94011,12.40266,16.17201
781,23.05617,69.34081,22.03248,27.82393,28.36482,46.46437,31.79606,40.71677,34.47329,29.41168,31.47163,36.52112
782,23.05617,69.42044,4.238266,15.8401,15.86617,10.24453,17.13292,15.77929,10.00691,10.95729,19.81017,17.37196
783,23.05617,69.50006,4.208102,3.037157,2.823406,3.843346,3.209569,2.538155,3.741186,3.801399,4.416576,4.519913
784,23.05617,69.57969,19.44799,7.869655,5.440414,19.92094,8.28823,3.37587,19.6671,19.31451,10.26409,8.167099
785,23.05617,69.65931,6.787237,18.86906,30.96017,6.022819,21.38432,2.477158,1.52453,8.379278,18.89113,19.67767
786,23.05617,69.73894,4.784067,22.60609,38.30256,7.712072,25.80039,4.556946,2.762166,5.449556,22.06015,31.26967
787,23.05617,69.81856,4.576759,4.92433,5.749773,13.10463,7.599576,13.08003,5.242637,4.662035,8.37747,7.341831
788,23.05617,69.89819,11.17081,14.12054,35.88683,38.50494,18.99431,35.98903,17.83576,18.79321,23.54104,35.31289
789,23.05617,69.97781,25.39861,32.25941,26.38527,13.07767,34.65527,5.08574,19.02331,26.3206,27.10839,26.28624
790,23.05617,70.05744,5.354562,5.692989,2.86429,3.566484,6.405288,2.77758,2.511526,5.372948,7.723229,5.096079
791,23.05617,70.53519,0.80102,0.749083,0.876843,0.876843,0.876843,0.749083,0.473531,0.80102,2.227509,1.165793
792,23.05617,70.61481,224.0941,179.6342,199.3886,199.3886,199.3886,179.6342,130.2371,224.0941,170.3204,162.0355
793,23.05617,70.69444,769.156,674.0176,782.7388,782.7388,782.7388,674.0176,450.3744,769.156,786.1039,763.0102
794,23.05617,70.77406,527.432,473.4025,540.7513,540.7513,540.7513,473.4025,307.6858,526.5325,572.9442,547.2285
795,23.05617,70.85369,380.1636,337.8856,396.6784,396.6784,396.6784,337.8856,223.8475,379.995,354.0371,357.5914
796,23.05617,70.93331,680.1409,567.6614,670.3926,670.3926,670.3926,567.6614,401.4329,680.1409,708.0832,609.4307
797,23.05617,71.01294,544.4949,445.8402,491.9588,491.9588,491.9588,445.8402,317.4437,544.4949,521.3539,486.859
798,23.05617,71.09256,447.4103,401.4508,448.5953,448.5953,448.5953,401.4508,264.4842,447.4103,422.5389,433.0001
799,23.05617,71.17219,476.886,424.4708,493.0132,493.0132,493.0132,424.4708,269.6826,476.886,468.0437,422.6384
800,23.05617,71.25181,410.4295,385.1227,423.3795,426.4818,433.3348,384.3056,244.8516,418.7489,380.2746,367.9913
801,23.05617,71.33144,232.2931,281.2517,164.9222,230.3493,270.3671,278.438,191.7221,300.3197,249.4075,193.2551
802,23.05617,71.41106,165.9568,163.0863,72.5199,151.3759,144.4212,156.8788,126.7069,189.1521,173.0306,144.1571
803,23.05617,71.49069,331.2026,399.3875,147.6035,307.6299,355.033,382.4596,279.3199,381.9593,253.4493,271.8581
804,23.05617,71.57031,270.4026,340.8248,141.5444,233.2676,297.494,323.8145,255.4612,331.3157,260.3168,227.25
805,23.05617,71.64994,126.4803,139.6321,56.30929,114.6812,115.7245,128.7386,99.99428,131.0579,115.6021,93.39388
806,23.05617,71.72956,70.04942,88.13036,29.92406,43.69,73.27106,79.36382,53.40444,83.0834,91.80838,67.04476
807,23.05617,71.80919,122.7873,162.7813,57.56717,111.461,144.1637,156.5654,103.1945,155.921,157.7084,130.458
808,23.05617,71.88882,84.29437,116.7577,45.90749,67.45097,106.025,114.8565,79.17439,111.6128,107.4763,84.32008
809,23.05617,71.96844,205.8003,209.12,123.7539,188.6072,193.2709,219.269,170.13,201.1885,173.7489,158.0574
810,23.05617,72.04807,326.739,298.3568,225.0294,296.3324,251.7716,333.8829,248.143,268.6649,266.815,249.9624
811,23.05617,72.12769,338.8256,253.4369,221.6925,265.0762,230.0602,282.7093,227.817,225.935,282.6923,253.5902
812,23.05617,72.20732,334.3033,247.0461,220.0752,259.2764,226.0795,272.5947,217.8843,220.0934,252.6537,231.5238
813,23.05617,72.28694,233.4166,201.3331,216.1789,198.7861,170.9458,235.8853,135.1968,139.3176,169.6534,167.7044
814,23.05617,72.36657,200.7325,193.3926,187.6549,172.4248,150.8227,193.5271,183.648,139.643,165.446,166.1097
815,23.05617,72.44619,115.4115,91.25156,79.41331,101.0341,107.6117,106.089,101.599,116.7801,101.1812,106.1297
816,23.05617,72.52582,17.86099,13.69291,10.29174,15.22055,16.97808,15.64054,16.04277,17.37152,14.25618,12.67272
817,23.05617,72.60544,1.53134,0.738561,2.358915,1.003928,1.719711,0.721113,2.51123,0.988511,0.138993,1.88186
818,23.05617,72.68507,121.1427,99.68451,91.536,97.01671,89.41633,118.9931,84.59148,79.95826,93.56934,103.2401
819,23.05617,72.76469,190.3661,170.9664,164.1307,168.9805,137.7439,195.4988,176.2507,151.3985,145.0375,165.6999
820,23.05617,72.84432,159.378,133.4436,127.1284,152.5671,128.5312,156.4261,147.0135,82.71434,137.8479,136.391
821,23.05617,72.92394,129.4532,83.05686,73.53806,114.3899,139.8155,127.8135,114.7141,109.9905,106.0318,100.3716
822,23.05617,73.00357,132.8248,150.6723,102.1758,138.511,162.6618,135.6718,158.7575,154.4296,141.4901,125.6892
823,23.05617,73.08319,147.2365,122.7915,97.71755,108.4727,166.046,161.897,221.3826,166.5028,153.7323,140.7763
824,23.05617,73.16282,189.2541,186.7557,165.3326,176.1062,215.1747,169.4303,240.8075,247.9682,228.5587,231.2697
825,23.05617,73.24244,122.7193,156.4124,132.1827,147.9087,175.7452,161.0019,162.9296,146.1323,145.3696,150.5579
826,23.05617,73.32207,58.05225,87.16312,79.76076,79.86598,79.02689,86.23904,85.76176,58.18769,87.65758,95.99644
827,23.05617,73.40169,68.45969,80.84074,71.45054,71.71555,71.59185,79.5723,90.22695,69.24955,80.56931,89.16135
828,23.05617,73.48132,89.78491,96.83762,86.07249,87.23177,86.45884,95.69333,106.1036,91.88333,101.4935,107.8354
829,23.05617,73.56094,82.73553,96.53519,84.40267,85.03996,84.66156,97.40807,104.7035,84.35275,98.08669,96.69302
830,23.05617,73.64057,47.98103,56.94026,53.09912,58.21529,55.50946,62.48551,67.22892,61.14595,67.18896,70.88935
831,23.05617,73.72019,18.77276,12.38813,13.17494,16.08903,14.44483,14.60879,19.37663,28.53286,19.62345,16.84076
832,23.05617,73.79982,18.37389,19.10857,18.48259,25.4731,20.26336,25.10152,29.53293,38.54023,28.87509,22.08019
833,23.05617,73.87944,67.6676,54.43706,54.33601,74.02708,52.46425,63.52766,79.03243,106.4792,66.89055,66.31509
834,23.05617,73.95907,22.07941,19.86313,21.47297,27.29465,17.96765,23.13424,26.32284,26.28466,25.48881,23.48196
835,23.05617,74.03869,12.58683,10.17441,12.04739,11.09013,8.508226,13.32324,14.33689,11.21867,13.50407,11.8909
836,23.05617,74.11832,6.598197,4.363997,5.708944,7.814897,4.445781,9.089453,6.811237,7.47463,4.94058,6.408411
837,23.05617,74.19794,14.36712,8.843492,10.60593,17.02582,9.499544,17.62534,16.40518,14.50194,11.02097,14.68074
838,23.05617,74.27757,7.442257,3.211519,5.068539,9.342003,4.723824,7.479222,7.698691,6.892709,4.94058,6.408411
839,23.05617,74.35719,0.048257,0.020102,0.025843,0.020472,0.011995,0.006338,0.021045,0.027166,0.635255,-0.07024
840,22.97557,68.86306,2.325551,1.187387,1.238094,2.774269,1.280951,2.90178,2.691605,1.625378,1.187922,1.46829
841,22.97557,68.94269,13.55152,75.29791,92.29943,22.46187,91.43378,21.12554,18.40226,21.49927,89.30295,56.53518
842,22.97557,69.02231,5.70396,19.70564,27.34219,10.51248,24.79123,11.35112,9.496862,11.03177,18.36718,18.21241
843,22.97557,69.10194,24.78698,37.19775,34.33816,11.75216,29.56428,11.21904,8.560972,15.88436,22.94307,24.73609
844,22.97557,69.18156,40.35574,110.6052,123.3523,34.72351,90.89014,54.79677,26.54505,43.73128,96.95626,60.32084
845,22.97557,69.26119,36.47708,59.44788,58.18137,23.41881,70.75246,25.48779,16.78195,30.52136,53.0677,40.12526
846,22.97557,69.34081,68.77562,98.45178,99.40931,42.44711,119.2604,39.42349,28.49168,43.60822,109.973,48.35839
847,22.97557,69.42044,20.55201,16.69891,17.95041,22.80063,23.85564,24.53292,29.04267,20.36609,20.37362,22.68708
848,22.97557,69.50006,9.655881,24.63622,45.72747,16.18973,32.1929,14.67322,10.31502,9.868995,19.77557,21.08587
849,22.97557,69.57969,4.683643,4.903615,8.240841,6.883588,7.388158,7.476781,3.936285,5.245085,6.261884,7.960721
850,22.97557,69.65931,1.791352,4.689879,5.021868,1.048824,5.530401,0.878015,0.604458,1.639761,2.822111,3.395275
851,22.97557,69.73894,16.26156,13.55603,17.0739,16.98916,13.86967,6.587647,14.26869,14.21597,11.71432,16.96406
852,22.97557,69.81856,1.325016,0.372477,1.080256,1.197159,4.732668,1.12993,0.664821,0.655322,2.245002,1.644002
853,22.97557,69.89819,1.518381,0.893616,1.37296,1.874706,4.542631,2.231724,0.662812,0.7668,2.661353,1.644002
854,22.97557,69.97781,55.71348,14.88231,18.18932,68.93777,18.96745,39.26958,66.62319,60.72645,30.94755,35.97731
855,22.97557,70.05744,3.806058,0.823572,0.771346,4.579637,0.772441,4.693217,4.322714,3.795829,2.825181,4.007085
856,22.97557,70.53519,9.314763,8.511464,9.883744,10.38251,13.9554,11.4084,6.33268,15.61085,10.26678,10.30822
857,22.97557,70.61481,485.3019,419.5701,463.8774,464.2239,466.6776,421.5423,287.5973,489.6257,582.6475,514.2524
858,22.97557,70.69444,883.6917,771.0616,871.8004,871.8004,871.8004,771.0616,514.149,883.6917,830.2402,800.8487
859,22.97557,70.77406,653.6058,559.1569,635.8241,635.8241,635.8241,559.1569,375.3689,653.6058,714.7949,613.0535
860,22.97557,70.85369,555.8558,480.9596,565.4833,565.4833,565.4833,480.9596,322.0712,555.8558,631.7837,582.7835
861,22.97557,70.93331,592.6457,535.6367,625.2413,625.2413,625.2413,535.6367,349.19,592.6457,666.0042,615.2005
862,22.97557,71.01294,689.6224,611.9229,714.4436,714.4436,714.4436,611.9229,405.8803,689.6224,749.6268,651.9761
863,22.97557,71.09256,475.7697,420.541,494.6042,494.6042,494.6042,420.541,276.0822,475.7697,516.1982,480.6592
864,22.97557,71.17219,465.9561,397.0605,466.9281,466.9281,466.9281,397.0605,269.9032,465.9561,400.1039,420.3937
865,22.97557,71.25181,243.8611,226.7807,230.0439,242.809,249.5741,230.6135,149.1233,247.7751,246.4559,199.2345
866,22.97557,71.33144,392.3015,419.2337,216.6888,386.3041,394.7892,411.4998,321.3526,414.7982,265.7905,313.2365
867,22.97557,71.41106,240.1464,231.4277,107.5378,216.0421,201.7267,221.4558,208.4437,251.6785,210.4961,206.6016
868,22.97557,71.49069,180.7139,213.0873,98.29427,174.3471,196.5602,214.8228,178.9225,205.1528,210.367,177.3021
869,22.97557,71.57031,251.6792,336.8411,144.4282,234.5809,305.2126,334.5982,258.3608,317.8398,266.1046,232.9623
870,22.97557,71.64994,155.9838,202.8709,78.6796,133.3709,183.2571,200.9605,142.435,190.9958,203.6307,154.5096
871,22.97557,71.72956,243.9483,295.1721,118.4302,219.3402,267.4323,290.4377,228.1964,283.3835,247.0807,220.8394
872,22.97557,71.80919,111.6903,119.8606,55.84308,101.2978,125.0727,136.3672,107.1658,124.3098,126.0852,100.4879
873,22.97557,71.88882,49.24215,54.0762,19.2133,33.88377,48.68522,51.96592,45.62616,51.27223,50.76154,37.66556
874,22.97557,71.96844,167.0388,175.8857,83.52042,164.3872,161.0161,178.2714,141.5354,208.673,196.1494,162.214
875,22.97557,72.04807,301.4214,242.9146,171.0046,237.0278,227.3305,269.9605,224.5931,242.7532,234.179,231.6045
876,22.97557,72.12769,382.1779,281.1606,243.105,283.2897,250.7629,294.8215,277.6883,283.2751,264.8125,271.1252
877,22.97557,72.20732,350.1374,258.0002,237.0274,275.6318,242.4953,296.1312,255.2095,247.3287,267.1451,270.6922
878,22.97557,72.28694,250.3507,198.1615,184.8482,191.8092,166.3447,233.334,165.1814,171.8693,193.5572,194.8957
879,22.97557,72.36657,314.4388,240.8666,223.7323,248.4082,206.4552,275.0417,206.2659,215.8968,263.4335,231.8945
880,22.97557,72.44619,165.2234,143.8207,129.4451,121.6232,112.3621,170.9835,127.0639,123.9574,125.6401,130.6157
881,22.97557,72.52582,66.58509,46.04902,40.19413,44.09246,38.99947,54.14193,45.33323,40.19655,38.24427,46.15403
